id,carat,cut,color,clarity,depth,table,x,y,z,price
342,0.31,Very Good,D,SI1,62.9,57.0,4.27,4.32,2.7,6.347
343,1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,4.09,8.508
344,0.32,Ideal,D,SI1,61.9,57.0,4.4,4.36,2.71,6.628
345,0.31,Ideal,D,VVS2,61.9,57.0,4.31,4.35,2.68,6.641
346,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,8.569
347,0.33,Ideal,G,VS2,62.8,54.0,4.42,4.4,2.77,6.611
348,2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,9.72
349,0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79,8.447
350,0.32,Ideal,D,VS2,62.0,55.0,4.38,4.42,2.73,6.631
351,2.0,Very Good,H,SI1,62.8,57.0,7.95,8.0,5.01,9.842
352,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,9.078
353,0.71,Ideal,E,VS2,62.2,57.0,5.79,5.62,3.55,7.929
354,1.07,Ideal,J,SI1,62.1,56.0,6.54,6.6,4.08,8.361
355,0.73,Ideal,G,SI1,61.9,55.0,5.76,5.8,3.58,8.036
356,1.27,Very Good,H,VS2,62.6,57.0,6.91,6.95,4.34,8.951
357,0.35,Premium,H,VVS1,62.1,58.0,4.52,4.46,2.79,6.931
358,0.5,Fair,D,SI1,64.6,61.0,5.05,4.95,3.23,7.121
359,0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,6.691
360,0.3,Ideal,G,VS1,63.1,55.0,4.25,4.31,2.7,6.436
361,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,8.738
362,0.52,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,7.504
363,0.4,Ideal,D,VS2,62.3,57.0,4.72,4.75,2.95,6.89
364,0.7,Premium,E,VS1,62.2,58.0,5.66,5.6,3.5,7.947
365,1.24,Ideal,G,VS2,62.0,56.0,6.87,6.9,4.27,9.082
366,1.53,Ideal,E,SI1,61.0,55.0,7.44,7.49,4.55,9.347
367,0.3,Ideal,I,VS1,62.2,56.0,4.27,4.31,2.67,6.25
368,1.05,Ideal,F,SI2,60.9,56.0,6.64,6.56,4.02,8.45
369,0.32,Premium,G,VS2,62.5,60.0,4.38,4.32,2.72,6.579
370,0.7,Very Good,F,SI1,58.4,63.0,5.77,5.84,3.39,7.629
371,2.04,Premium,H,SI2,62.8,58.0,8.11,8.06,5.08,9.56
372,0.32,Very Good,G,IF,62.4,55.0,4.4,4.42,2.75,6.861
373,0.8,Very Good,H,VS1,61.7,62.0,5.89,5.94,3.65,8.074
374,0.5,Good,F,VS2,62.8,61.0,4.94,5.0,3.12,7.277
375,0.26,Ideal,F,IF,60.9,55.0,4.15,4.23,2.55,6.644
376,0.56,Ideal,H,VVS1,60.8,57.0,5.3,5.35,3.24,7.565
377,0.41,Premium,G,VS2,61.7,61.0,4.74,4.7,2.91,6.967
378,1.54,Premium,I,VS2,61.7,59.0,7.4,7.34,4.55,9.096
379,1.0,Ideal,G,SI1,61.0,57.0,6.47,6.44,3.94,8.634
380,0.31,Good,D,SI1,63.4,58.0,4.32,4.35,2.75,6.347
381,0.9,Premium,D,VS2,61.6,62.0,6.12,6.09,3.76,8.459
382,0.91,Very Good,F,SI1,63.5,58.0,6.15,6.1,3.89,8.069
383,0.42,Very Good,F,VS2,61.7,59.0,4.75,4.82,2.95,6.784
384,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,8.097
385,0.43,Ideal,G,SI2,62.3,53.0,4.84,4.86,3.02,6.545
386,0.5,Premium,F,VS2,61.4,59.0,5.12,5.1,3.14,7.459
387,0.72,Ideal,F,SI1,62.0,55.0,5.76,5.79,3.58,7.915
388,0.29,Very Good,H,VVS2,62.2,54.0,4.23,4.26,2.64,6.144
389,0.87,Ideal,D,SI2,61.4,54.0,6.15,6.2,3.79,8.297
390,2.02,Premium,F,SI2,61.7,58.0,8.15,8.11,5.02,9.825
391,0.3,Ideal,F,VVS1,61.1,56.0,4.33,4.38,2.66,6.702
392,0.32,Ideal,E,VS2,62.0,55.0,4.36,4.38,2.71,6.554
393,0.95,Fair,F,SI2,56.0,60.0,6.62,6.53,3.68,7.943
394,0.57,Premium,J,SI2,62.7,60.0,5.25,5.21,3.28,6.847
395,0.33,Ideal,H,VS1,62.0,55.0,4.44,4.46,2.76,6.361
396,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,9.419
397,0.55,Premium,G,SI2,61.2,59.0,5.3,5.26,3.23,6.974
398,1.58,Premium,H,SI2,60.4,58.0,7.6,7.52,4.57,9.092
399,1.15,Premium,H,SI2,61.6,60.0,6.72,6.75,4.15,8.464
400,0.53,Ideal,E,VS2,60.8,56.0,5.28,5.25,3.21,7.579
401,1.01,Fair,G,SI1,64.2,59.0,6.31,6.28,4.04,8.295
402,0.5,Very Good,F,SI1,62.8,56.0,5.03,5.06,3.17,7.131
403,2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03,9.738
404,1.55,Ideal,F,SI2,62.3,55.5,7.36,7.42,4.61,9.191
405,0.23,Very Good,E,VVS2,61.3,57.0,3.97,4.02,2.45,6.225
406,0.7,Premium,F,SI1,61.0,60.0,5.75,5.72,3.5,7.821
407,1.33,Premium,H,SI2,61.9,58.0,7.07,7.01,4.36,8.559
408,2.0,Ideal,H,SI1,61.8,57.0,8.1,8.15,5.02,9.802
409,0.51,Very Good,E,SI2,58.3,63.0,5.21,5.26,3.05,7.143
410,0.31,Premium,H,VVS2,62.3,60.0,4.31,4.36,2.7,6.438
411,0.59,Ideal,F,VS1,61.1,56.0,5.43,5.47,3.33,7.669
412,0.71,Very Good,J,VS2,62.1,58.0,5.71,5.73,3.55,7.424
413,0.41,Ideal,F,VS1,61.3,57.0,4.77,4.79,2.93,6.915
414,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,6.865
415,0.71,Premium,D,VS2,62.4,59.0,5.73,5.68,3.56,8.059
416,1.24,Ideal,I,SI1,62.0,58.0,6.83,6.88,4.25,8.737
417,0.4,Premium,H,SI1,62.8,59.0,4.69,4.67,2.94,6.751
418,0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,6.33
419,0.4,Ideal,D,VS2,60.8,59.0,4.71,4.76,2.88,6.821
420,0.37,Ideal,G,VS2,60.8,57.0,4.61,4.66,2.82,6.475
421,0.75,Ideal,J,VS1,62.9,57.0,5.74,5.81,3.63,7.741
422,0.34,Ideal,G,IF,61.0,55.0,4.51,4.54,2.76,6.881
423,1.01,Very Good,H,VS2,60.7,58.0,6.47,6.51,3.94,8.637
424,0.33,Premium,I,SI1,61.3,59.0,4.51,4.46,2.75,6.349
425,0.51,Ideal,E,VS1,61.5,56.0,5.16,5.11,3.16,7.523
426,1.02,Good,G,SI2,59.9,58.0,6.48,6.55,3.9,8.333
427,0.82,Very Good,E,VS2,62.6,60.0,5.91,5.97,3.72,8.2
428,0.35,Ideal,I,VVS2,62.0,54.0,4.54,4.56,2.82,6.394
429,1.01,Very Good,I,SI1,60.9,63.0,6.51,6.43,3.94,7.751
430,0.41,Ideal,F,VS2,62.7,56.0,4.78,4.72,2.98,7.009
431,1.23,Ideal,G,VVS2,62.2,56.1,6.8,6.87,4.25,9.202
432,1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,8.454
433,0.32,Premium,I,SI1,61.1,59.0,4.38,4.42,2.69,6.043
434,0.41,Ideal,F,SI1,61.6,57.0,4.78,4.8,2.95,6.558
435,1.0,Very Good,D,VS2,63.1,59.0,6.26,6.36,3.98,8.77
436,0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,7.866
437,0.37,Premium,I,VVS1,61.6,59.0,4.62,4.66,2.86,6.524
438,0.52,Good,F,SI1,63.8,56.0,5.07,5.12,3.25,7.126
439,0.43,Premium,H,SI1,59.0,58.0,4.93,4.96,2.92,6.574
440,0.6,Ideal,D,VS2,62.0,55.0,5.39,5.42,3.35,7.801
441,0.31,Ideal,I,SI1,62.1,53.0,4.34,4.36,2.7,6.211
442,1.04,Very Good,F,VVS2,62.5,58.0,6.37,6.46,4.01,9.081
443,1.0,Good,E,VS2,62.4,58.0,6.33,6.4,3.97,8.74
444,0.38,Premium,D,SI2,62.1,55.0,4.65,4.62,2.88,6.7
445,1.21,Premium,D,VVS2,61.1,59.0,6.9,6.89,4.21,9.605
446,0.3,Ideal,G,SI1,60.6,57.0,4.34,4.37,2.63,6.188
447,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,8.215
448,1.13,Very Good,D,SI2,62.3,60.0,6.59,6.7,4.14,8.596
449,0.53,Ideal,E,VS2,61.3,55.0,5.24,5.2,3.2,7.503
450,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,6.306
451,0.55,Ideal,E,SI1,61.4,55.0,5.29,5.26,3.24,7.419
452,0.31,Ideal,G,VS1,61.9,55.0,4.36,4.37,2.7,6.368
453,2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,9.61
454,0.74,Ideal,H,VS1,62.1,55.0,5.82,5.84,3.62,8.088
455,0.33,Very Good,I,VS1,59.9,62.0,4.48,4.57,2.71,6.354
456,0.3,Premium,D,VS2,62.3,58.0,4.32,4.29,2.68,6.815
457,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,9.421
458,1.14,Very Good,D,SI2,59.2,61.0,6.82,6.84,4.04,8.509
459,0.42,Premium,G,VS1,60.6,58.0,4.95,4.82,2.96,6.892
460,0.31,Ideal,G,VS1,62.5,57.0,4.34,4.37,2.72,6.438
461,0.71,Ideal,G,VS2,61.7,57.0,5.75,5.72,3.54,7.828
462,0.3,Ideal,G,VVS2,62.2,54.0,4.29,4.33,2.68,6.458
463,0.41,Very Good,J,VVS2,63.1,60.0,4.67,4.71,2.96,6.625
464,1.0,Premium,F,SI2,61.5,58.0,6.41,6.38,3.93,8.274
465,0.43,Ideal,E,VVS1,61.3,57.0,4.84,4.88,2.98,7.268
466,0.71,Very Good,F,SI1,61.1,57.0,5.71,5.74,3.5,7.755
467,0.81,Very Good,G,SI1,62.3,59.0,5.93,5.98,3.71,8.038
468,1.27,Very Good,H,SI1,62.3,58.0,6.87,6.94,4.3,8.871
469,0.7,Ideal,F,SI1,61.5,56.0,5.74,5.7,3.52,7.761
470,1.53,Premium,D,SI2,59.9,58.0,7.54,7.41,4.48,9.076
471,0.33,Ideal,G,SI1,61.6,56.0,4.43,4.47,2.74,6.227
472,0.7,Fair,G,VS2,57.3,63.0,5.78,5.84,3.33,7.729
473,0.72,Ideal,I,VS1,61.4,58.0,5.73,5.76,3.53,7.858
474,0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,6.389
475,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,8.757
476,1.02,Very Good,H,SI1,59.9,58.0,6.57,6.66,3.96,8.543
477,1.64,Premium,F,SI1,62.8,59.0,7.53,7.51,4.72,9.447
478,0.38,Very Good,E,VVS2,59.7,63.0,4.71,4.73,2.82,7.054
479,1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52,8.827
480,2.01,Premium,G,SI2,60.8,61.0,8.14,8.07,4.93,9.414
481,2.01,Premium,G,VS2,61.4,58.0,8.11,7.99,4.94,9.797
482,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,8.2
483,1.2,Premium,E,VVS2,61.4,56.0,6.94,6.83,4.23,9.344
484,0.99,Good,F,SI2,63.3,54.0,6.36,6.43,4.05,8.307
485,1.5,Good,D,SI2,63.8,58.0,7.2,7.16,4.58,9.05
486,1.54,Premium,F,SI2,61.1,58.0,7.47,7.36,4.53,9.111
487,1.58,Premium,D,SI1,62.7,60.0,7.41,7.37,4.63,9.546
488,1.28,Ideal,E,IF,60.7,57.0,7.09,6.99,4.27,9.836
489,1.03,Premium,F,SI1,60.9,61.0,6.54,6.5,3.97,8.534
490,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,6.023
491,1.52,Ideal,H,SI2,62.0,60.0,7.31,7.37,4.55,9.062
492,0.9,Premium,G,SI1,62.0,61.0,6.13,6.07,3.78,8.208
493,0.32,Good,G,SI1,63.5,56.0,4.35,4.38,2.77,6.168
494,0.32,Premium,H,VS1,62.3,58.0,4.34,4.39,2.72,6.33
495,0.33,Good,F,VS2,59.5,61.0,4.49,4.54,2.68,6.466
496,0.54,Premium,H,VS1,61.3,58.0,5.25,5.22,3.21,7.401
497,0.9,Very Good,G,SI2,64.2,60.0,6.02,6.09,3.89,8.142
498,0.72,Premium,H,VS2,60.7,59.0,5.84,5.8,3.53,7.857
499,2.37,Ideal,J,VS2,62.2,57.0,8.52,8.58,5.32,9.684
500,0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31,7.48
501,1.06,Premium,E,VS1,59.1,58.0,6.66,6.71,3.95,8.805
502,0.34,Ideal,F,VVS2,61.8,56.0,4.49,4.47,2.77,6.818
503,0.55,Ideal,I,SI2,60.4,56.0,5.32,5.36,3.23,7.011
504,1.01,Ideal,G,VS2,61.7,57.0,6.44,6.49,3.99,8.601
505,1.51,Premium,D,SI2,63.0,62.0,7.28,7.23,4.57,9.2
506,1.0,Ideal,I,SI2,60.9,57.0,6.47,6.43,3.93,8.264
507,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.85,8.862
508,1.2,Premium,G,SI1,63.0,58.0,6.72,6.68,4.22,8.704
509,0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27,7.54
510,0.3,Premium,G,VS2,61.1,62.0,4.33,4.28,2.63,6.446
511,0.31,Ideal,E,VS1,61.1,54.0,4.37,4.4,2.68,6.54
512,1.0,Premium,E,SI2,59.1,61.0,6.44,6.39,3.79,8.313
513,1.12,Premium,H,SI1,61.6,58.0,6.72,6.62,4.11,8.459
514,0.55,Ideal,G,VS2,61.8,58.0,5.23,5.26,3.24,7.414
515,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,8.382
516,0.39,Ideal,D,VS1,60.3,56.0,4.71,4.77,2.86,6.999
517,1.53,Ideal,I,SI1,62.3,56.0,7.37,7.4,4.6,9.139
518,0.56,Very Good,E,VS2,61.9,55.0,5.25,5.31,3.27,7.506
519,0.3,Ideal,H,VVS1,62.0,56.0,4.31,4.34,2.68,6.455
520,0.33,Very Good,G,VVS2,63.0,56.0,4.42,4.47,2.8,6.51
521,0.41,Ideal,H,VVS1,61.5,55.0,4.81,4.79,2.95,6.919
522,1.0,Premium,D,SI1,61.4,58.0,6.4,6.34,3.91,8.536
523,1.32,Very Good,I,VS1,63.5,58.0,6.89,6.94,4.39,8.824
524,0.52,Very Good,J,VVS1,61.7,55.5,5.17,5.19,3.19,7.217
525,0.48,Ideal,I,IF,61.4,55.0,5.05,5.08,3.11,7.092
526,0.41,Premium,D,SI2,59.9,60.0,4.8,4.78,2.87,6.678
527,1.24,Premium,G,IF,60.5,58.0,6.94,7.0,4.22,9.267
528,0.37,Ideal,E,VS2,61.0,56.0,4.62,4.66,2.83,6.603
529,1.2,Ideal,J,VS1,61.3,56.0,6.83,6.87,4.2,8.619
530,0.4,Good,G,VS2,63.8,59.0,4.64,4.57,2.94,6.693
531,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,6.339
532,0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,7.009
533,0.78,Ideal,G,SI2,61.9,55.0,5.91,5.94,3.67,7.714
534,0.7,Premium,G,SI2,61.0,58.0,5.75,5.72,3.5,7.536
535,0.35,Ideal,E,VS1,61.9,56.0,4.51,4.53,2.8,6.72
536,0.66,Very Good,H,VS2,60.9,57.0,5.63,5.65,3.43,7.518
537,1.22,Very Good,J,VS1,59.0,63.0,7.05,7.02,4.15,8.528
538,1.01,Very Good,F,SI1,60.7,58.0,6.4,6.51,3.92,8.566
539,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,8.895
540,0.3,Premium,D,VS2,62.6,61.0,4.25,4.22,2.65,6.815
541,0.32,Ideal,F,VVS2,62.1,54.0,4.44,4.41,2.75,6.916
542,0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,6.697
543,1.02,Very Good,H,SI1,61.0,59.0,6.48,6.53,3.97,8.604
544,0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,8.153
545,1.51,Very Good,F,SI1,59.4,57.0,7.48,7.57,4.47,9.291
546,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,8.497
547,1.03,Ideal,G,SI1,60.9,57.0,6.54,6.5,3.97,8.497
548,0.3,Premium,H,VVS2,62.4,58.0,4.26,4.3,2.67,6.405
549,0.31,Very Good,G,VS2,63.1,58.0,4.35,4.3,2.73,6.548
550,0.71,Premium,F,VS1,61.8,59.0,5.69,5.73,3.53,7.925
551,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,8.231
552,0.53,Premium,F,VS2,60.6,55.0,5.26,5.23,3.18,7.469
553,1.42,Ideal,H,SI1,62.0,56.0,7.17,7.22,4.46,9.051
554,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,7.959
555,0.34,Premium,E,VS2,61.0,59.0,4.51,4.48,2.74,6.863
556,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.25,2.65,6.738
557,0.31,Ideal,G,IF,61.4,56.0,4.38,4.41,2.7,6.792
558,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,8.572
559,0.3,Ideal,F,IF,60.8,56.0,4.35,4.36,2.65,6.793
560,0.26,Premium,F,VS1,59.5,58.0,4.18,4.22,2.5,6.114
561,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,9.536
562,1.01,Premium,H,SI2,61.6,59.0,6.44,6.39,3.95,8.353
563,0.46,Good,F,VS1,64.4,60.0,4.88,4.9,3.15,7.015
564,0.51,Ideal,G,SI1,63.0,53.0,5.13,5.1,3.22,7.179
565,0.42,Ideal,H,VS2,62.9,56.0,4.79,4.72,2.99,6.9
566,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.67,3.5,7.922
567,1.6,Ideal,G,SI1,62.1,56.0,7.51,7.48,4.65,9.363
568,0.3,Good,I,SI1,63.8,57.0,4.19,4.27,2.7,5.976
569,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,8.648
570,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,8.346
571,0.9,Good,H,SI1,64.2,60.0,6.05,6.02,3.87,7.998
572,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,7.054
573,0.7,Very Good,F,SI1,61.5,58.0,5.65,5.7,3.49,7.772
574,0.43,Ideal,G,SI2,61.1,55.0,4.92,4.9,3.0,6.685
575,1.56,Ideal,E,VS2,60.5,57.0,7.56,7.5,4.56,9.451
576,1.09,Premium,H,SI2,61.7,60.0,6.59,6.57,4.06,8.429
577,1.01,Good,I,SI2,64.1,58.0,6.26,6.31,4.03,8.116
578,0.39,Premium,G,VS2,60.4,61.0,4.73,4.71,2.85,6.848
579,1.19,Good,J,SI1,59.8,64.0,6.94,6.9,4.14,8.411
580,1.5,Ideal,I,SI1,59.4,60.0,7.54,7.5,4.47,9.054
581,0.52,Ideal,G,VS1,60.9,55.0,5.16,5.22,3.16,7.432
582,0.9,Good,F,I1,64.3,58.0,6.09,6.05,3.9,7.67
583,1.0,Premium,G,SI1,62.7,59.0,6.36,6.31,3.97,8.574
584,0.32,Good,D,SI2,63.7,56.0,4.33,4.34,2.76,6.168
585,0.7,Good,I,VS1,63.2,55.0,5.58,5.63,3.54,7.729
586,0.29,Very Good,E,VVS1,60.9,61.0,4.23,4.27,2.59,6.444
587,0.71,Ideal,H,IF,62.0,54.0,5.71,5.75,3.55,8.068
588,1.52,Good,G,SI2,63.0,61.0,7.25,7.28,4.58,9.022
589,1.5,Ideal,F,VS1,62.3,56.0,7.34,7.3,4.56,9.671
590,0.32,Premium,F,VS1,62.1,60.0,4.37,4.33,2.7,6.773
591,0.72,Good,H,SI2,57.9,58.0,5.98,5.91,3.44,7.629
592,0.7,Premium,H,VS2,62.2,58.0,5.74,5.68,3.55,7.689
593,0.27,Premium,G,VS2,62.4,59.0,4.13,4.11,2.57,6.232
594,1.01,Premium,F,SI1,61.8,59.0,6.41,6.34,3.94,8.515
595,1.03,Very Good,J,SI2,58.0,60.0,6.64,6.67,3.86,8.224
596,1.26,Ideal,H,SI2,61.8,54.0,6.95,6.99,4.31,8.794
597,1.05,Ideal,I,SI1,62.6,56.0,6.45,6.53,4.06,8.404
598,0.3,Premium,D,IF,62.1,59.0,4.27,4.29,2.66,7.03
599,0.86,Ideal,G,VS1,62.2,57.0,6.05,6.1,3.78,8.394
600,1.0,Good,F,SI1,63.6,58.0,6.27,6.31,4.0,8.487
601,0.9,Good,I,VS2,62.5,59.0,6.06,6.13,3.81,8.131
602,0.53,Very Good,G,VS1,60.2,55.0,5.25,5.28,3.17,7.451
603,2.24,Premium,J,SI2,62.2,59.0,8.37,8.33,5.19,9.534
604,1.51,Very Good,I,VS2,60.4,58.0,7.36,7.42,4.46,9.125
605,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,8.518
606,1.0,Ideal,F,SI1,62.4,55.0,6.45,6.37,4.0,8.505
607,1.01,Premium,E,SI2,60.0,61.0,6.53,6.47,3.9,8.501
608,0.35,Ideal,D,SI2,62.4,55.0,4.54,4.53,2.83,6.506
609,0.53,Ideal,D,VVS1,62.5,54.0,5.16,5.21,3.24,7.974
610,0.7,Ideal,I,VVS2,61.8,56.0,5.69,5.75,3.54,7.836
611,1.13,Premium,H,SI2,62.3,57.0,6.68,6.65,4.15,8.491
612,0.31,Ideal,E,VS2,61.4,54.0,4.4,4.33,2.68,6.771
613,1.5,Ideal,J,VVS1,62.2,59.0,7.3,7.32,4.55,9.192
614,1.01,Ideal,G,VS2,61.6,57.0,6.41,6.44,3.96,8.726
615,0.58,Very Good,E,VS2,59.6,59.0,5.4,5.44,3.23,7.553
616,0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49,7.571
617,0.31,Ideal,E,SI1,62.7,57.0,4.29,4.32,2.7,6.299
618,1.0,Very Good,E,SI2,58.7,59.0,6.5,6.58,3.84,8.512
619,0.23,Ideal,F,VS2,61.9,55.0,3.94,3.97,2.45,6.211
620,0.28,Ideal,F,VVS2,62.6,54.0,4.21,4.22,2.64,6.668
621,0.52,Ideal,F,VS2,61.1,56.0,5.19,5.23,3.18,7.393
622,1.01,Premium,F,VS1,62.6,58.0,6.37,6.48,4.02,8.71
623,1.32,Very Good,I,SI2,61.2,58.0,7.12,7.06,4.34,8.748
624,1.56,Premium,I,VS1,61.7,59.0,7.46,7.41,4.59,9.206
625,1.24,Very Good,I,SI1,60.0,59.0,6.98,7.01,4.2,8.628
626,0.33,Ideal,E,VVS1,62.2,54.0,4.46,4.48,2.78,6.809
627,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,6.662
628,0.51,Ideal,D,VVS2,61.7,56.0,5.14,5.16,3.18,7.908
629,0.3,Ideal,E,VVS2,62.4,54.0,4.31,4.34,2.7,6.609
630,1.02,Ideal,H,VVS2,62.1,55.0,6.5,6.46,4.02,8.824
631,1.21,Very Good,I,SI1,61.8,59.0,6.75,6.78,4.18,8.643
632,1.4,Premium,G,SI2,62.0,60.0,7.16,7.1,4.42,8.903
633,0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,6.719
634,1.7,Premium,H,VS2,62.4,57.0,7.6,7.54,4.72,9.495
635,0.76,Ideal,F,VVS2,60.9,57.0,5.89,5.96,3.61,8.22
636,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,6.373
637,0.7,Good,F,SI2,63.6,56.0,5.63,5.56,3.56,7.499
638,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,8.128
639,0.31,Very Good,E,SI1,58.3,60.0,4.48,4.51,2.62,6.299
640,0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,7.963
641,0.33,Ideal,G,VVS2,62.6,53.0,4.45,4.43,2.78,6.804
642,0.6,Good,G,SI1,61.3,61.2,5.4,5.45,3.33,7.356
643,0.32,Ideal,G,VS2,61.8,55.0,4.41,4.42,2.73,6.33
644,1.05,Very Good,J,SI2,63.2,56.0,6.49,6.45,4.09,7.933
645,0.26,Very Good,F,VVS1,58.7,58.0,4.24,4.25,2.49,6.392
646,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,6.731
647,0.4,Premium,D,VS1,59.2,59.0,4.79,4.81,2.84,7.024
648,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,6.838
649,0.6,Very Good,G,VS1,61.6,56.0,5.4,5.44,3.34,7.556
650,0.71,Ideal,E,VS2,61.8,57.0,5.7,5.73,3.53,7.875
651,0.64,Premium,E,VVS2,62.1,58.0,5.56,5.51,3.44,7.962
652,1.2,Premium,G,VS2,59.4,58.0,6.91,6.85,4.09,8.89
653,1.0,Very Good,D,VS2,61.2,60.0,6.4,6.42,3.92,8.845
654,0.41,Ideal,H,VVS2,62.0,56.0,4.78,4.74,2.95,6.868
655,1.0,Very Good,I,SI1,58.5,61.0,6.51,6.55,3.82,8.444
656,1.0,Very Good,G,VS2,61.2,56.0,6.47,6.38,3.93,8.689
657,0.91,Very Good,H,SI1,63.0,57.0,6.1,6.19,3.87,8.035
658,0.39,Ideal,G,IF,61.7,55.0,4.68,4.72,2.9,7.051
659,0.7,Ideal,F,SI1,60.7,57.0,5.78,5.82,3.52,7.89
660,1.17,Ideal,D,SI2,62.5,56.0,6.77,6.7,4.21,8.596
661,0.33,Very Good,H,IF,61.7,55.0,4.45,4.48,2.75,6.678
662,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,6.458
663,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,8.744
664,0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93,7.22
665,0.61,Good,E,I1,63.4,57.1,5.37,5.43,3.42,7.063
666,0.44,Very Good,E,VS2,60.3,58.0,4.9,4.92,2.96,6.895
667,1.19,Very Good,H,VS2,60.5,59.0,6.97,7.0,4.17,8.822
668,0.38,Very Good,E,VS2,60.4,58.0,4.67,4.7,2.83,6.612
669,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,9.812
670,0.41,Ideal,E,VS1,62.3,57.0,4.74,4.77,2.96,6.984
671,0.4,Very Good,F,SI1,59.6,58.0,4.81,4.82,2.87,6.542
672,0.3,Very Good,F,VVS1,61.6,56.0,4.34,4.36,2.68,6.542
673,1.52,Ideal,H,SI1,61.5,58.0,7.4,7.36,4.54,9.268
674,1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,9.418
675,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,6.668
676,1.2,Very Good,J,VS1,62.9,60.0,6.64,6.69,4.19,8.561
677,1.73,Premium,I,SI2,62.0,60.0,7.67,7.63,4.74,9.128
678,0.53,Ideal,G,VS1,61.6,57.0,5.21,5.24,3.22,7.382
679,0.32,Ideal,E,VS2,61.8,55.0,4.43,4.4,2.73,6.802
680,1.02,Ideal,H,SI1,61.7,57.0,6.45,6.48,3.99,8.527
681,1.26,Ideal,J,SI2,62.5,53.0,6.9,6.86,4.3,8.464
682,0.7,Ideal,E,SI2,60.6,56.0,5.73,5.78,3.49,7.785
683,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,6.075
684,0.55,Very Good,F,SI1,63.1,56.0,5.22,5.24,3.3,7.221
